Unnamed: 0,제품명,리뷰어,날짜,옵션,사이즈평가,밝기평가,색감평가,두께감평가,리뷰내용,이미지,링크,성별,키,몸무게,카테고리
556,AUTHENTIC SWEATSHIRT NAVY(MG2BFMM463A),LV.3 Woakk,2022.10.23,네이비/기모 S,보통이에요,보통이에요,보통이에요,두꺼워요,두께감도 적당하고 안에 티 하나 두개 정도 받쳐입으면 겨울에도 입기 좋을 것 같아요! 색 다른걸로 하나 더 사려구요!,"[""'//image.msscdn.net/data/estimate/2056474_0/gallery_635444bea88da.jpg.list'""]",https://www.musinsa.com/app/goods/2056474,여성,167,54,기타
557,컬리지 스탠다드 오버 후드티_그레이,LV.3 뉴비_3e03d0d5a130,2022.11.10,M(95~100),보통이에요,보통이에요,보통이에요,보통이에요,딸아이 사줬는데 사이즈도 적당하고 너무 박시하지 않고 예쁘네요,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_636cca3a31450.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,166,57,후드
558,컬리지 스탠다드 오버 후드티_그레이,LV.3 뉴비_e481e0c110f6,2023.02.24,M(95~100),보통이에요,보통이에요,보통이에요,보통이에요,옷이 너무 딱맞고 기모도 있어서 너무 이뻐용!!꼭 사세용,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_63f8633d8f717.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,155,50,후드
559,컬리지 스탠다드 오버 후드티_그레이,LV.3 골든클로셋,2023.01.20,L(100~105),보통이에요,보통이에요,보통이에요,두꺼워요,두툼하고 따뜻해서 입고다니기 좋습니다 추천해요~,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_63c96d8bbc93a.jpg.list'"", ""'//image.msscdn.net/data/estimate/2766641_0/gallery_63c96d8c6a60d.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,170,64,후드
560,컬리지 스탠다드 오버 후드티_그레이,LV.3 체체강기요미,2022.10.23,M(95~100),보통이에요,보통이에요,보통이에요,보통이에요,배송도 빠르고 제품 도 좋아요 가격대비 아주 만족합니다 기모가 부드럽고 따뜻해서 좋아요,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_6355391a63838.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,150,37,후드
561,컬리지 스탠다드 오버 후드티_그레이,LV.3 뉴비_ca51ebc0a765,2022.11.08,M(95~100),보통이에요,보통이에요,보통이에요,보통이에요,잘맞고 잘어울리는것 같아요. 색상 화면그대로 이고용,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_636a07ac34882.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,165,48,후드
562,컬리지 스탠다드 오버 후드티_그레이,LV.2 뉴비_9e6650134fff,2023.02.02,M(95~100),보통이에요,보통이에요,보통이에요,두꺼워요,"초등 6 남아인데,오버핏으로 예뻐요두께감도 좋고 천 퀄리티 좋아요","[""'//image.msscdn.net/data/estimate/2766641_0/gallery_63db100907187.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,남성,150,45,후드
563,컬리지 스탠다드 오버 후드티_그레이,LV.3 패피가댈고야,2022.10.19,L(100~105),보통이에요,보통이에요,보통이에요,보통이에요,배송 짱짱 빨랐고 옷 디자인 너무 이쁘고 오버핏이라 마음에 들어요! L사이즈 추천합니다,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_634fffd77450b.jpg.list'"", ""'//image.msscdn.net/data/estimate/2766641_0/gallery_634fffd84273b.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,165,49,후드
564,컬리지 스탠다드 오버 후드티_그레이,LV.3 패피가되고프다,2023.04.15,L(100~105),보통이에요,보통이에요,선명해요,두꺼워요,오버하면서도 밑 단은 많이 길지 않아서 반팔티나 흰 와이셔츠랑 같이 입어주면 너무 예쁘네요!,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_643a16aa49f0a.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,남성,172,68,후드
565,컬리지 스탠다드 오버 후드티_그레이,LV.5 뉴비_21204cbf7fa3,2022.12.07,M(95~100),보통이에요,보통이에요,선명해요,두꺼워요,딸아이가 너무 좋아해요. 사이즈 두께 품 핏 다 좋아요,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_638fea0897a6d.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,160,42,후드
566,컬리지 스탠다드 오버 후드티_그레이,LV.5 뉴비_fc804ef0,2023.02.06,M(95~100),보통이에요,보통이에요,보통이에요,보통이에요,사이즈도적당하고 이뻐요세일로 저렴하게사서 만족해요,"[""'//image.msscdn.net/data/estimate/2766641_0/gallery_63e004cf593d0.jpg.list'""]",https://www.musinsa.com/app/goods/2766641,여성,158,50,후드
567,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.4 smilehustle,8일 전,화이트/L,보통이에요,밝아요,선명해요,두꺼워요,생각보다 두껍네요. 레이어드용으로 구매했습니다.,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_656ed55a023bf.jpg.list'"", ""'//image.msscdn.net/data/estimate/3491719_0/gallery_656ed55a98936.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,남성,178,75,셔츠
568,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.4 아아링,2023.10.14,딥블루/XL,보통이에요,보통이에요,선명해요,두꺼워요,재질도 탄탄해서 목늘어짐도 없구요! 색도 웜톤 쿨톤 다 어울리게 잘나온거같아요~~ 사이즈는 사이즈표보단 타이트하게 나왔습니다ㅠㅠ 그래도 핏이 일자로 딱 떨어져서 슬림해 보이긴해요^^,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_6529d228d460f.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,여성,172,70,셔츠
569,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.3 뉴비_0c47e60e9c3a,6일 전,화이트/L,보통이에요,보통이에요,보통이에요,보통이에요,빠른 배송과 색상 제질 마음에 들어요 그런데 다른분 후기에는 세탁후 사이즈가 작아졌다고했는데 그부분만 아니면 다좋아요.,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_65705a4df1407.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,남성,170,62,셔츠
570,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.6 Q1w2ta,8일 전,화이트/L,보통이에요,보통이에요,보통이에요,보통이에요,재질 탄탄하고 완전 깨끗한 하얀색 느낌 물씬 납니다,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_656ddc6b4323e.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,남성,170,64,셔츠
571,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.6 증라,2023.11.07,화이트/M,작아요,보통이에요,보통이에요,보통이에요,요즘 아무때나 입고 다니기 너무 좋네요 체고임니다,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_654996f4880d9.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,남성,175,75,셔츠
572,더블코튼 무지 오버핏 긴팔티셔츠 AVT363 (9COLOR),LV.3 Myeang,2023.10.16,크림/XL,보통이에요,밝아요,선명해요,보통이에요,이너로입기엔 좋습니다.하지만 단품으로 입기엔 아쉬운감이있네요.,"[""'//image.msscdn.net/data/estimate/3491719_0/gallery_652ce0efa768c.jpg.list'""]",https://www.musinsa.com/app/goods/3491719,남성,177,77,셔츠
573,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.5 코난이요,2021.10.02,M,보통이에요,보통이에요,보통이에요,보통이에요,만족합니다 냄새가 잘 안빠지네요 그거 빼고 추천합니다,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61579f31ec6b0.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,175,72,니트
574,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.4 뉴비_0c60df8d1bce,2022.01.09,M,보통이에요,보통이에요,보통이에요,보통이에요,원래 어깨랑 가슴 때문에 105 입는데후기 보고  M 시켜봤어요몸자랑 하고 싶으면 M 시키셔도 될 것 같아요사실 어깨-가슴 핏은 L이 좀 더 예쁠 거 같은데 그럼 팔이랑 몸통이 너무 클 거 같아요,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61da7abce91fa.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,181,75,니트
575,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.4 sheh282,2021.04.10,M,보통이에요,보통이에요,선명해요,보통이에요,생각보다 핏도 이쁘고 코트에 특히 잘어울려요 잘샀어요~,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_6071ae0fd1f98.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,178,69,니트
576,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.3 뉴비_1f915f1e,2022.11.29,L,보통이에요,밝아요,선명해요,두꺼워요,옷이 두꺼워서 조금 추운 날씨에 입기 적당한것 같아요,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_6385d2b573db0.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,183,70,니트
577,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.5 겨울엔 오뎅국물,2022.11.25,L,보통이에요,어두워요,보통이에요,보통이에요,체중이 좀 나가는편인데 제 덩치에 옷이 딱맞네요~컬러감도 딱원하는색이라 너무 좋았습니다!,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_63807624d6593.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,177,95,니트
578,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.6 타이탄키보드,2022.01.16,S,커요,보통이에요,보통이에요,보통이에요,핏이 어벙벙하게 애매한 핏이에요. 몸통도 엄청 커서 뭔가 애매하게 핏이 벙벙하게 뜨는 느낌이에요.,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61e2f48910348.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,여성,163,55,니트
579,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.4 firstrax2013,2022.01.15,L,보통이에요,보통이에요,보통이에요,보통이에요,재질상 주름이 지지만 저렴한가격이고 심플하게 입기좋네요,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61e2e12b85075.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,187,87,니트
580,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.6 우재혁,2022.01.14,M,커요,보통이에요,보통이에요,보통이에요,마른체형입니다.m사이즈 구매했는데 생각보다 전체적으로 조금 크네요 s사이즈로 재구매하겠습니당,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61e0c7ccdf484.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,172,68,니트
581,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.5 쥬니베어,2021.11.21,L,보통이에요,보통이에요,보통이에요,보통이에요,생각했던 사이즈 그데로고 범용성이 좋아서 어느곳에 입어도 딱이에요!,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_619a1156a9340.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,175,85,니트
582,[코튼100]소프트 베이직 터틀넥 니트 오트밀 COOSKT006OATMEAL,LV.4 양파깜,2021.10.21,M,보통이에요,보통이에요,보통이에요,보통이에요,핏 좋고 질 좋고 가성비가 너무 좋아요 만족합니다,"[""'//image.msscdn.net/data/estimate/1197111_0/gallery_61717723d9bd3.jpg.list'""]",https://www.musinsa.com/app/goods/1197111,남성,171,68,니트
583,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.6 Dolbong,2022.10.03,"후드티/네이비/L
                                    
                                        , 팬츠/네이비 M",보통이에요,보통이에요,보통이에요,보통이에요,진짜 네이비 셋업의 정석 같은 느낌 핏도 예쁘고 가성비도 좋고 최고에요,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_633a7844a5aad.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,177,73,후드
584,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.5 횬두,2022.01.13,"후드티/화이트멜란지/XL
                                    
                                        , 팬츠/화이트멜란지 L",커요,보통이에요,선명해요,두꺼워요,남편 사줬는데 두툼하고 재질 좋아서 맘에 든다고 하네요 ㅎㅎ,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_61df80e1bd616.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,178,66,후드
585,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.3 chuS210,2021.12.03,"후드티/오트밀/L
                                    
                                        , 팬츠/오트밀 M",보통이에요,밝아요,선명해요,두꺼워요,커플로 샀는데 제꺼 먼저 와서 사이즈 궁금해서 입어봤어요 후기 백개 참고해서 평소 미듐입는데 상의가 다소 작다는 평이 많아서 루즈하게 입으려고 한사이즈 크게 시켰더니 완전 딱이에요! 딱 제가 원하던 핏과 기모까지 있어서 부드럽고 따시고 다하네요..? 두께감이 막 답답하거나 부해보일정도로 두껍진않은데 적당한 두께감에 따숩고 부드럽고 다합니다!!! 구매 성공적.. 가격도 블프로 저렴하게 산편이라 대만족 중이에요 ^_^ 상의 라지 하의 미듐 시키니까 딱이었어요 저는! 체형이랑 키 몸무게 참고하셔서 다른분들도 성공하시길요 ♡,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_61a96929909d4.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,여성,167,60,후드
586,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.5 다온da.on,2021.12.12,"로럴골든 후드티/멜란지그레이/L
                                    
                                        , 로럴골든 스웨트 팬츠/멜란지그레이M",보통이에요,보통이에요,보통이에요,보통이에요,셋업 코디하기에 매우 좋습니다. 다만 후드에 끈 조절하는 걸 잡아주는 봉제선이 따로 없어서 불편함을 느낄 수 있습니다,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_61b55511d8467.jpg.list'"", ""'//image.msscdn.net/data/estimate/2144379_0/gallery_61b555125fbdc.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,168,62,후드
587,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.3 뚜뚜블리,2022.01.10,"후드티/네이비/L
                                    
                                        , 팬츠/화이트멜란지 M",커요,보통이에요,선명해요,두꺼워요,상의 : L하의 : M(상의는 평소보다 한치수 크게!하의는 그대로 시키라는 리뷰 보고 샀는데아주 좋았어욤 🙊)평소에 넉넉한 바지를 좋아하는데M사이즈여도 충분히 넉넉해요!(L 시켰으면 너무 벙벙해서 이상했을 듯)핏도 예쁘고 길이감도 좋고 아주 애용하는중입니당 ㅎㅎ울 가족들도 입은거 보더니 시켜달라 난리여서또 구매하려구용 ♥️후드랑 조거랑 색깔 맞춰서 입고 싶었는데없어서 다른 색으로 매치했더니전 이게 더 좋은것 같아요>.<,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_61dba1f9b3e5b.jpg.list'"", ""'//image.msscdn.net/data/estimate/2144379_0/gallery_61dba1fab5302.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,여성,162,49,후드
588,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.4 소금스님,2022.01.25,"후드티/오트밀/L
                                    
                                        , 팬츠/오트밀 M",보통이에요,보통이에요,보통이에요,보통이에요,기모가 있어서 부드럽고 따뜻하고가격대비 질도 좋은 것 같아요~근데 바지 사이즈 때문에 그런지가운데 부분이 좀 민망해요ㅠㅠ,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_61ef8db04fda3.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,여성,162,48,후드
589,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.4 S3J1N,2022.09.28,"후드티/화이트멜란지/L
                                    
                                        , 팬츠/화이트멜란지 L",커요,밝아요,선명해요,보통이에요,디자인도 핏도 두께도 맘에 들어용상하의 모두 기모 없는 걸로 했는데 적당히 얇고 따듯해요,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_6333fd1c30620.jpg.list'"", ""'//image.msscdn.net/data/estimate/2144379_0/gallery_63344c594e88c.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,여성,170,60,후드
590,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.3 뉴비_48470f619f0d,2021.10.20,"로럴골든 후드티/화이트멜란지/XL
                                    
                                        , 로럴골든 스웨트 팬츠/화이트멜란지L",보통이에요,보통이에요,선명해요,두꺼워요,안감이 진짜 부들부들하고 좋고 지금 날씨에 딱이에요커플옷으로도 딱!̆̈,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_616fe220b99ac.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,170,68,후드
591,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.3 뉴비_bebf7f8a,2021.10.18,"로럴골든 후드티/멜란지그레이/XL
                                    
                                        , 로럴골든 스웨트 팬츠/멜란지그레이XL",커요,보통이에요,보통이에요,두꺼워요,기모라서 요즘날씨에 입기좋아요 바지는 상의보다 한사이즈 아래로 구매하시는게 좋을서같아영,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_616cf206a9f0a.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,174,85,후드
592,[SET] 로럴골든 후드티 조거팬츠 셋업_(8color),LV.4 훈련병,2022.05.05,"후드티/오트밀/XL
                                    
                                        , 팬츠/오트밀 XL",보통이에요,밝아요,선명해요,두꺼워요,별로 안좋을줄 알았는데 색감도 이쁘고 옷도 편해서 좋았어요,"[""'//image.msscdn.net/data/estimate/2144379_0/gallery_6272b84896e3c.jpg.list'""]",https://www.musinsa.com/app/goods/2144379,남성,180,80,후드
593,CGP 아치 로고 맨투맨_멜란지그레이,LV.5 Yeon_16,2021.11.01,S,커요,보통이에요,선명해요,두꺼워요,팔이 조금 긴데 수선하니까 괜찮았어요 로고도 선명하고 이쁘고 옷 자체가 질이 좋아서 세탁해요 줄어듬 없습니다.,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_617fcd1a211c6.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,여성,157,50,맨투맨
594,CGP 아치 로고 맨투맨_멜란지그레이,LV.7 ot_____mil,2022.03.07,M,보통이에요,보통이에요,보통이에요,보통이에요,생각했던 것보다 얇은데 싼 가격에 잘 산 것 같아요!예뻐욤,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_6226056b89af7.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,여성,168,55,맨투맨
595,CGP 아치 로고 맨투맨_멜란지그레이,LV.4 식품의약처,2021.12.20,L,커요,밝아요,선명해요,두꺼워요,오버핏에 두툼하고 핏이쁘고 따듯합니다👍👍👍코드그라피짱,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_61c067d21429d.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,173,69,맨투맨
596,CGP 아치 로고 맨투맨_멜란지그레이,LV.5 lkh960110,2021.08.28,M,커요,보통이에요,보통이에요,두꺼워요,생각보다 사이즈 커요 안에 기모라 추워지면 입어야겠어요,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_612a422cbeabb.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,175,70,맨투맨
597,CGP 아치 로고 맨투맨_멜란지그레이,LV.3 멤버_6a9a09ba1d8d,2023.04.30,M,커요,밝아요,선명해요,보통이에요,맨투맨이 짱짱해서 딱 모양 잘 잡혀있어서 좋아요 레이어드만 잘해서 입으면 더이쁠꺼같아요~~,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_644e323ee22b4.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,176,81,맨투맨
598,CGP 아치 로고 맨투맨_멜란지그레이,LV.6 Kangsung00,2022.03.14,L,보통이에요,보통이에요,보통이에요,보통이에요,가성비좋고 목시보리도 튼튼하고 컬러도 만족합니다 강추!,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_622ee72591fee.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,178,80,맨투맨
599,CGP 아치 로고 맨투맨_멜란지그레이,LV.3 핑크레몬^^,2023.08.28,XS,커요,보통이에요,보통이에요,보통이에요,대충 입고 찍어봄추워지면 가을에 학생들 교복 될듯합니다,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_64ec576d1f9c9.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,여성,162,50,맨투맨
600,CGP 아치 로고 맨투맨_멜란지그레이,LV.5 sarah518,2023.03.28,XS,커요,밝아요,선명해요,보통이에요,사이즈 진짜 크게 나온거같아요 s하려다가 xs했는데 잘한것 같아요 옷 너무 이쁘고 천도 좋아요 맘에듭니다,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_6422c5ae9349b.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,여성,163,60,맨투맨
601,CGP 아치 로고 맨투맨_멜란지그레이,LV.2 뉴비_14998901a52c,2023.03.04,S,커요,밝아요,선명해요,보통이에요,사이즈가  오버핏이라 크게 나온듯 합니다S사이즈로 선택하였습니다목부분 늘어짐 없을것같아 만족합니다,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_64032fcf9ddf2.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,170,60,맨투맨
602,CGP 아치 로고 맨투맨_멜란지그레이,LV.3 브베형사랑해,2021.11.28,M,커요,보통이에요,선명해요,보통이에요,이거 너무 좋은 것 같샤 브배형한테도 어울리겠샤,"[""'//image.msscdn.net/data/estimate/2037493_0/gallery_61a310fa514f4.jpg.list'""]",https://www.musinsa.com/app/goods/2037493,남성,174,53,맨투맨
603,부클 플라워 맨투맨 네이비,LV.8 스물다섯에테슬라오너,2022.09.21,M,보통이에요,보통이에요,보통이에요,보통이에요,흔 더무 잌버요 완전 부들부들 해서 기분 조음 우리집 강아지 생각날 때마다 만져야겟음,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_632a9d7d9376b.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,175,62,맨투맨
604,부클 플라워 맨투맨 네이비,LV.3 junii0,2022.05.17,M,커요,보통이에요,보통이에요,보통이에요,커요!!! 근데 귀여워요 ㅎㅎ 조금만 작았으면 좋았겠지만 ㅠㅠ 168cm기준 엉덩이 다 덮어요! 팔도 엄청길고! 근데 디자인이 너무너무 귀여워서 강추입니당👍,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_62839cfa3a68d.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,168,55,맨투맨
605,부클 플라워 맨투맨 네이비,LV.5 cen0928,2022.04.06,S,커요,보통이에요,보통이에요,보통이에요,맨투맨 귀엽고 탄탄해요! 기모가 없어서 봄가을에 입기 적당할것 같고 제 키가 156cm인데 S사이즈 하니까 딱 오버사이즈로 잘 맞네용(M사이즈했으면 너무 클뻔 했어요) 추천합니당~~,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_624c5e7bf1d38.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,156,52,맨투맨
606,부클 플라워 맨투맨 네이비,LV.4 흣쨔쨔,2021.10.26,S,커요,보통이에요,보통이에요,얇아요,생각보다 얇아요! 겨울용 맨투맨은 아닌거 같습니다! 근데 귀여워요~~~,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_617793f33ad73.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,155,46,맨투맨
607,부클 플라워 맨투맨 네이비,LV.5 장차음악계루키,2022.09.25,L,보통이에요,보통이에요,보통이에요,보통이에요,"깔끔하고 딱 떨어집니다. 흰바지랑 입으려고 샀는데 다행이 잘 어울리고, 다른 캐주얼 바지랑도 잘어울립니다","[""'//image.msscdn.net/data/estimate/2062553_0/gallery_632f306917084.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,남성,170,65,맨투맨
608,부클 플라워 맨투맨 네이비,LV.5 운난나,2022.05.06,L,보통이에요,보통이에요,보통이에요,보통이에요,귀엽습니다 귀엽고요 살짝 두께감 있어서 늦봄에는 더워요,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_627476f4dda6a.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,남성,180,67,맨투맨
609,부클 플라워 맨투맨 네이비,LV.5 골지,2022.10.19,M,보통이에요,어두워요,선명해요,보통이에요,길이도 적당하고 지금 입기 딱 좋은 맨투맨이에요 꽃이 너무 귀여워라..,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_634fd9537bc21.jpg.list'"", ""'//image.msscdn.net/data/estimate/2062553_0/gallery_634fd95446998.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,163,55,맨투맨
610,부클 플라워 맨투맨 네이비,LV.5 주렬,2022.01.15,M,커요,보통이에요,보통이에요,얇아요,오버핏으로 떨어져서 좋아요 꽃도 예쁘고 사진이랑 똑같아요,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_61e223a5da57b.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,167,57,맨투맨
611,부클 플라워 맨투맨 네이비,LV.4 여정정이,2022.12.27,S,보통이에요,보통이에요,선명해요,두꺼워요,옷 너무 귀여워요 맨투맨 시보리도 짱짱하고 탄탄해요,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_63aa64ef641b5.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,162,50,맨투맨
612,부클 플라워 맨투맨 네이비,LV.5 s___ys2,2022.09.25,M,커요,보통이에요,선명해요,보통이에요,플라워 디테일이 넘 귀여운데 입었을때 살짝 까끌거려요ㅠ 저한테는 길이가 좀 길어서 넣어입어야 이뿌네용ㅎㅎㅜ,"[""'//image.msscdn.net/data/estimate/2062553_0/gallery_6330494773709.jpg.list'""]",https://www.musinsa.com/app/goods/2062553,여성,155,50,맨투맨
613,공용) 플러피 하이넥 집업_PHD4TC3040,LV.5 뉴비_4c4223e5,6일 전,BK/105,보통이에요,어두워요,선명해요,보통이에요,아들이 사달래서 구매했는데 가격도 저렴하고 편하게 잘 입고 다니네요 다른색도 재구매할까 생각중입니다,"[""'//image.msscdn.net/data/estimate/3599468_0/gallery_657124878ff49.jpg.list'""]",https://www.musinsa.com/app/goods/3599468,남성,178,73,집업
614,스튜디오 하트 하프집업 기모 오버 스웨트셔츠 4colors,LV.5 888-888,2023.11.01,오트밀/M,보통이에요,보통이에요,보통이에요,두꺼워요,가볍고 따뜻합니다 색생이 고급스럽습니다예상보다 훨씬 예쁩니다맘에 들어요,"[""'//image.msscdn.net/data/estimate/3549640_0/gallery_65424b97b88c2.jpg.list'""]",https://www.musinsa.com/app/goods/3549640,여성,159,53,셔츠
615,스튜디오 하트 하프집업 기모 오버 스웨트셔츠 4colors,LV.4 뉴비_c3347e62,9일 전,오트밀/S,커요,보통이에요,보통이에요,두꺼워요,블프때 좋은가격에 편힌게입을 반집업 티셔츠 구입했네요. 색상은 따뜻한느낌에 오트밀색상으로 무난하고 착용감은 도톰해고 와이드해서 편안하고 따뜻하게 입을수 있어요. 반집업으로 목도 따뜻하고 디자인도 예쁘네요.재질도 부드러운 기모로 촉감이 좋네요.어떤옷에든 코디하기 쉽고 자주 손이 가는 옷입니다.,"[""'//image.msscdn.net/data/estimate/3549640_0/gallery_656c87486949f.jpg.list'""]",https://www.musinsa.com/app/goods/3549640,여성,164,48,셔츠
